"","run","var1.pred","var1.var","observed","residual","zscore","fold","coords.x1","coords.x2"
"241","0.5_6",3.24702880478767,NA,3.6,0.352971195212326,NA,33,332961.958,6993357.022
"242","0.5_6",2.99902622095133,NA,2.5,-0.499026220951329,NA,34,332981.786,6993352.227
"243","0.5_6",1.49121368185183,NA,3.65,2.15878631814817,NA,35,332995.24,6993349.607
"244","0.5_6",2.06017107621057,NA,1.35,-0.710171076210568,NA,36,333001.556,6993349.122
"245","0.5_6",2.11660332312995,NA,1.1,-1.01660332312995,NA,37,333008.536,6993367.262
"246","0.5_6",2.38386511273158,NA,1.55,-0.833865112731583,NA,38,332998.326,6993368.525
"247","0.5_6",2.23446241756646,NA,4.05,1.81553758243354,NA,39,332978.99,6993373.792
"248","0.5_6",2.98136060190543,NA,2.2,-0.781360601905433,NA,40,332959.235,6993378.042
"249","0.5_6",2.91443401587357,NA,1.9,-1.01443401587357,NA,41,332940.802,6993384.692
"250","0.5_6",2.48915800070559,NA,3,0.510841999294412,NA,42,332922.183,6993389.868
"251","0.5_6",2.32593873289062,NA,3.25,0.924061267109376,NA,43,332903.15,6993394.332
"252","0.5_6",2.4726737143964,NA,3.35,0.877326285603603,NA,44,332883.801,6993398.48
"253","0.5_6",2.16998786662633,NA,3.2,1.03001213337367,NA,45,332864.88,6993402.784
"254","0.5_6",1.47719427320295,NA,2.15,0.672805726797048,NA,46,333003.574,6993387.984
"255","0.5_6",1.91567402412253,NA,0.5,-1.41567402412253,NA,47,333009.572,6993390.618
"256","0.5_6",1.95708876498001,NA,1.65,-0.307088764980011,NA,48,332984.569,6993390.617
"257","0.5_6",2.60120330066185,NA,2.05,-0.551203300661855,NA,49,332965.091,6993394.611
"258","0.5_6",2.26816864303962,NA,2.7,0.431831356960384,NA,50,332946.726,6993400.776
"259","0.5_6",2.57153476550066,NA,2.2,-0.371534765500658,NA,51,332928.236,6993406.189
"260","0.5_6",2.71032746952381,NA,2.45,-0.260327469523813,NA,52,332908.278,6993407.02
"261","0.5_6",2.35908678810744,NA,2.2,-0.159086788107436,NA,53,332890.86,6993416.915
"262","0.5_6",2.29256588651959,NA,2.25,-0.0425658865195868,NA,54,332871.585,6993422.576
"263","0.5_6",1.94215652400333,NA,1.1,-0.842156524003327,NA,55,332990.844,6993409.799
"264","0.5_6",2.10039978738941,NA,3.2,1.09960021261059,NA,56,332971.477,6993413.562
"265","0.5_6",2.92918768361646,NA,2.4,-0.529187683616458,NA,57,332952.84,6993418.008
"266","0.5_6",2.58450497452079,NA,2.95,0.365495025479211,NA,58,332932.973,6993421.56
"267","0.5_6",2.45702840984244,NA,2.25,-0.207028409842438,NA,59,332912.909,6993425.689
"268","0.5_6",2.05908126723168,NA,1.95,-0.109081267231679,NA,60,332893.559,6993429.702
"269","0.5_6",1.98047849949185,NA,1.95,-0.0304784994918497,NA,61,332874.126,6993434.165
"270","0.5_6",1.804427600985,NA,1.35,-0.454427600985004,NA,62,332995.759,6993428.836
"271","0.5_6",2.37038249049187,NA,2.75,0.379617509508129,NA,63,332976.461,6993433.863
"272","0.5_6",3.08657277915308,NA,4.3,1.21342722084692,NA,64,332957.277,6993438.735
"273","0.5_6",3.44301614855819,NA,3.6,0.156983851441805,NA,65,332938.437,6993443.658
"274","0.5_6",2.652218299245,NA,3,0.347781700755001,NA,66,332919.52,6993448.636
"275","0.5_6",2.32655918318164,NA,1.2,-1.12655918318164,NA,67,332900.449,6993453.558
"276","0.5_6",2.05729091403157,NA,1,-1.05729091403157,NA,68,332881.112,6993459.032
"277","0.5_6",1.78651437755826,NA,1.75,-0.036514377558259,NA,69,332862.321,6993465.713
"278","0.5_6",1.91239234632734,NA,0,-1.91239234632734,NA,70,333005.526,6993446.035
"279","0.5_6",1.37132881693145,NA,2.05,0.678671183068545,NA,71,332999.455,6993447.978
"280","0.5_6",2.77051823584386,NA,2,-0.770518235843858,NA,72,332979.971,6993452.49
"281","0.5_6",3.11006680388622,NA,4.4,1.28993319611378,NA,73,332961.164,6993457.78
"282","0.5_6",3.28157150472433,NA,3.2,-0.0815715047243253,NA,74,332942.4,6993462.425
"283","0.5_6",2.7099237841814,NA,2.8,0.0900762158186037,NA,75,332922.59,6993467.475
"284","0.5_6",2.14748740797659,NA,2.95,0.802512592023407,NA,76,332903.677,6993472.764
"285","0.5_6",2.08871761909299,NA,2.25,0.161282380907007,NA,77,332883.774,6993477.795
"286","0.5_6",1.87369584746461,NA,2.4,0.526304152535386,NA,78,332864.707,6993483.444
