ele,time,magvar,geoidheigh,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsd,dgpsid,label
377.560000000000002,2021/08/20 08:04:38.000,,,"166",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>166</label_text>
378.240999999999985,2021/08/20 08:06:08.000,,,"167",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>167</label_text>
382.240999999999985,2021/08/20 08:06:47.000,,,"168",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>168</label_text>
386.031000000000006,2021/08/20 08:08:07.000,,,"169",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>169</label_text>
383.543999999999983,2021/08/20 08:13:00.000,,,"170",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>170</label_text>
383.016000000000020,2021/08/20 08:14:15.000,,,"171",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>171</label_text>
384.867000000000019,2021/08/20 08:15:03.000,,,"172",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>172</label_text>
384.740999999999985,2021/08/20 08:15:49.000,,,"173",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>173</label_text>
383.711000000000013,2021/08/20 08:20:59.000,,,"174",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>174</label_text>
382.994000000000028,2021/08/20 08:24:32.000,,,"175",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>175</label_text>
381.754999999999995,2021/08/20 08:25:04.000,,,"176",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>176</label_text>
380.362000000000023,2021/08/20 08:26:12.000,,,"177",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>177</label_text>
379.627999999999986,2021/08/20 08:26:54.000,,,"178",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>178</label_text>
378.589999999999975,2021/08/20 08:28:03.000,,,"179",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>179</label_text>
377.110999999999990,2021/08/20 08:28:38.000,,,"180",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>180</label_text>
375.913999999999987,2021/08/20 08:29:08.000,,,"181",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>181</label_text>
376.894999999999982,2021/08/20 08:29:54.000,,,"182",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>182</label_text>
376.444000000000017,2021/08/20 08:30:30.000,,,"183",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>183</label_text>
378.254000000000019,2021/08/20 08:31:13.000,,,"184",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>184</label_text>
378.624000000000024,2021/08/20 08:31:42.000,,,"185",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>185</label_text>
380.161999999999978,2021/08/20 08:32:10.000,,,"186",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>186</label_text>
381.154999999999973,2021/08/20 08:32:50.000,,,"187",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>187</label_text>
381.572999999999979,2021/08/20 08:33:17.000,,,"188",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>188</label_text>
384.045000000000016,2021/08/20 08:33:58.000,,,"189",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>189</label_text>
384.084999999999980,2021/08/20 08:34:19.000,,,"190",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>190</label_text>
385.209999999999980,2021/08/20 08:34:56.000,,,"191",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>191</label_text>
384.244000000000028,2021/08/20 08:35:23.000,,,"192",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>192</label_text>
382.785000000000025,2021/08/20 08:36:05.000,,,"193",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>193</label_text>
382.291999999999973,2021/08/20 08:36:31.000,,,"194",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>194</label_text>
380.983000000000004,2021/08/20 08:37:08.000,,,"195",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>195</label_text>
379.810999999999979,2021/08/20 08:37:44.000,,,"196",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>196</label_text>
