objtype,lokalid,navnerom,versjonid,arealtype,datafangst,grunnforho,informasjo,kartstanda,kopidato,omradeid,originalda,noyaktighe,malemetode,synbarhet,oppdaterin,opphav,prosesshis,produkt,versjon,undertype,skogbonite,treslag,verifiseri,SHAPE_Leng,SHAPE_Area,Area_new
ArealressursFlate,258be034-85e4-446e-bf71-1a3fcef26679,http://data.geonorge.no/SFKB/FKB-AR5/so,2020-03-30 09:27:55.171000,"60",1970-06-22,"45",,AR5,2021-01-05,"9999",Kartverket,"1","32","0",2020-12-11,NIBIO,,FKB-AR5,4.5 20140301,,"11","39",1970-06-22,2915.85970336000,90188.45634850000,89652.971
