objtype,lokalid,navnerom,versjonid,arealtype,datafangst,grunnforho,informasjo,kartstanda,kopidato,omradeid,originalda,noyaktighe,malemetode,synbarhet,oppdaterin,opphav,prosesshis,produkt,versjon,undertype,skogbonite,treslag,verifiseri,SHAPE_Leng,SHAPE_Area,Area_new
ArealressursFlate,7ebcf25d-b25f-4d9e-99c6-ae5c0e4cca4b,http://data.geonorge.no/SFKB/FKB-AR5/so,2020-03-30 09:27:55.171000,"60",1970-06-22,"45",,AR5,2021-01-05,"9999",Kartverket,"1","32","0",2020-12-11,NIBIO,,FKB-AR5,4.5 20140301,,"11","39",1970-06-22,553.18113737600,6942.43476972000,6906.044
