objtype,lokalid,navnerom,versjonid,arealtype,datafangst,grunnforho,informasjo,kartstanda,kopidato,omradeid,originalda,noyaktighe,malemetode,synbarhet,oppdaterin,opphav,prosesshis,produkt,versjon,undertype,skogbonite,treslag,verifiseri,SHAPE_Leng,SHAPE_Area,Area_new
ArealressursFlate,09e5977e-e32a-4903-8ade-189f47d5c03a,http://data.geonorge.no/SFKB/FKB-AR5/so,2020-03-30 09:27:55.171000,"60",1970-06-22,"45",,AR5,2021-01-05,"9999",Kartverket,"1","32","0",2020-12-11,NIBIO,,FKB-AR5,4.5 20140301,,"11","31",1970-06-22,1373.22437100000,68920.25837690000,68510.216
