ele,time,magvar,geoidheigh,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsd,dgpsid,label
14.412000000000001,2021/08/18 12:24:38.000,,,"056",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>056</label_text>
14.109999999999999,2021/08/18 12:26:01.000,,,"057",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>057</label_text>
12.987000000000000,2021/08/18 12:27:50.000,,,"058",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>058</label_text>
13.300000000000001,2021/08/18 12:30:47.000,,,"059",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>059</label_text>
10.141999999999999,2021/08/18 12:33:51.000,,,"060",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>060</label_text>
14.318000000000000,2021/08/18 12:36:36.000,,,"061",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>061</label_text>
13.461000000000000,2021/08/18 12:38:33.000,,,"062",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>062</label_text>
14.459000000000000,2021/08/18 12:41:06.000,,,"063",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>063</label_text>
16.146000000000001,2021/08/18 12:45:28.000,,,"064",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>064</label_text>
15.574999999999999,2021/08/18 12:45:53.000,,,"065",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>065</label_text>
15.448000000000000,2021/08/18 12:47:49.000,,,"066",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>066</label_text>
14.233000000000001,2021/08/18 12:49:27.000,,,"067",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>067</label_text>
11.593999999999999,2021/08/18 12:50:46.000,,,"068",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>068</label_text>
12.738000000000000,2021/08/18 12:53:24.000,,,"069",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>069</label_text>
12.576000000000001,2021/08/18 12:54:41.000,,,"070",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>070</label_text>
12.185000000000000,2021/08/18 12:56:20.000,,,"071",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>071</label_text>
10.824000000000000,2021/08/18 12:57:28.000,,,"072",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>072</label_text>
10.952999999999999,2021/08/18 12:59:36.000,,,"073",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>073</label_text>
