"x","y","var1.pred"
-25276.1349522562,6859459.6428,73.4
-25275.1349522562,6859459.6428,73.4
-25274.1349522562,6859459.6428,73.4
-25273.1349522562,6859459.6428,65.8
-25272.1349522562,6859459.6428,65.8
-25271.1349522562,6859459.6428,65.8
-25270.1349522562,6859459.6428,65.8
-25269.1349522562,6859459.6428,65.8
-25306.1349522562,6859458.6428,77.2
-25305.1349522562,6859458.6428,77.2
-25304.1349522562,6859458.6428,77.2
-25303.1349522562,6859458.6428,77.2
-25302.1349522562,6859458.6428,77.2
-25301.1349522562,6859458.6428,77.2
-25300.1349522562,6859458.6428,77.2
-25299.1349522562,6859458.6428,77.2
-25298.1349522562,6859458.6428,77.2
-25297.1349522562,6859458.6428,77.2
-25296.1349522562,6859458.6428,77.2
-25295.1349522562,6859458.6428,77.2
-25294.1349522562,6859458.6428,77.2
-25293.1349522562,6859458.6428,73.4
-25292.1349522562,6859458.6428,73.4
-25291.1349522562,6859458.6428,73.4
-25290.1349522562,6859458.6428,73.4
-25289.1349522562,6859458.6428,73.4
-25288.1349522562,6859458.6428,73.4
-25287.1349522562,6859458.6428,73.4
-25286.1349522562,6859458.6428,73.4
-25285.1349522562,6859458.6428,73.4
-25284.1349522562,6859458.6428,73.4
-25283.1349522562,6859458.6428,73.4
-25282.1349522562,6859458.6428,73.4
-25281.1349522562,6859458.6428,73.4
-25280.1349522562,6859458.6428,73.4
-25279.1349522562,6859458.6428,73.4
-25278.1349522562,6859458.6428,73.4
-25277.1349522562,6859458.6428,73.4
-25276.1349522562,6859458.6428,73.4
-25275.1349522562,6859458.6428,73.4
-25274.1349522562,6859458.6428,73.4
-25273.1349522562,6859458.6428,65.8
-25272.1349522562,6859458.6428,65.8
-25271.1349522562,6859458.6428,65.8
-25270.1349522562,6859458.6428,65.8
-25269.1349522562,6859458.6428,65.8
-25268.1349522562,6859458.6428,65.8
-25306.1349522562,6859457.6428,77.2
-25305.1349522562,6859457.6428,77.2
-25304.1349522562,6859457.6428,77.2
-25303.1349522562,6859457.6428,77.2
-25302.1349522562,6859457.6428,77.2
-25301.1349522562,6859457.6428,77.2
-25300.1349522562,6859457.6428,77.2
-25299.1349522562,6859457.6428,77.2
-25298.1349522562,6859457.6428,77.2
-25297.1349522562,6859457.6428,77.2
-25296.1349522562,6859457.6428,77.2
-25295.1349522562,6859457.6428,77.2
-25294.1349522562,6859457.6428,77.2
-25293.1349522562,6859457.6428,73.4
-25292.1349522562,6859457.6428,73.4
-25291.1349522562,6859457.6428,73.4
-25290.1349522562,6859457.6428,73.4
-25289.1349522562,6859457.6428,73.4
-25288.1349522562,6859457.6428,73.4
-25287.1349522562,6859457.6428,73.4
-25286.1349522562,6859457.6428,73.4
-25285.1349522562,6859457.6428,73.4
-25284.1349522562,6859457.6428,73.4
-25283.1349522562,6859457.6428,73.4
-25282.1349522562,6859457.6428,73.4
-25281.1349522562,6859457.6428,73.4
-25280.1349522562,6859457.6428,73.4
-25279.1349522562,6859457.6428,73.4
-25278.1349522562,6859457.6428,73.4
-25277.1349522562,6859457.6428,73.4
-25276.1349522562,6859457.6428,73.4
-25275.1349522562,6859457.6428,73.4
-25274.1349522562,6859457.6428,73.4
-25273.1349522562,6859457.6428,73.4
-25272.1349522562,6859457.6428,65.8
-25271.1349522562,6859457.6428,65.8
-25270.1349522562,6859457.6428,65.8
-25269.1349522562,6859457.6428,65.8
-25268.1349522562,6859457.6428,65.8
-25267.1349522562,6859457.6428,65.8
-25306.1349522562,6859456.6428,77.2
-25305.1349522562,6859456.6428,77.2
-25304.1349522562,6859456.6428,77.2
-25303.1349522562,6859456.6428,77.2
-25302.1349522562,6859456.6428,77.2
-25301.1349522562,6859456.6428,77.2
-25300.1349522562,6859456.6428,77.2
-25299.1349522562,6859456.6428,77.2
-25298.1349522562,6859456.6428,77.2
-25297.1349522562,6859456.6428,77.2
-25296.1349522562,6859456.6428,77.2
-25295.1349522562,6859456.6428,77.2
-25294.1349522562,6859456.6428,77.2
-25293.1349522562,6859456.6428,73.4
-25292.1349522562,6859456.6428,73.4
-25291.1349522562,6859456.6428,73.4
-25290.1349522562,6859456.6428,73.4
-25289.1349522562,6859456.6428,73.4
-25288.1349522562,6859456.6428,73.4
-25287.1349522562,6859456.6428,73.4
-25286.1349522562,6859456.6428,73.4
-25285.1349522562,6859456.6428,73.4
-25284.1349522562,6859456.6428,73.4
-25283.1349522562,6859456.6428,73.4
-25282.1349522562,6859456.6428,73.4
-25281.1349522562,6859456.6428,73.4
-25280.1349522562,6859456.6428,73.4
-25279.1349522562,6859456.6428,73.4
-25278.1349522562,6859456.6428,73.4
-25277.1349522562,6859456.6428,73.4
-25276.1349522562,6859456.6428,73.4
-25275.1349522562,6859456.6428,73.4
-25274.1349522562,6859456.6428,73.4
-25273.1349522562,6859456.6428,73.4
-25272.1349522562,6859456.6428,65.8
-25271.1349522562,6859456.6428,65.8
-25270.1349522562,6859456.6428,65.8
-25269.1349522562,6859456.6428,65.8
-25268.1349522562,6859456.6428,65.8
-25267.1349522562,6859456.6428,65.8
-25266.1349522562,6859456.6428,65.8
-25306.1349522562,6859455.6428,77.2
-25305.1349522562,6859455.6428,77.2
-25304.1349522562,6859455.6428,77.2
-25303.1349522562,6859455.6428,77.2
-25302.1349522562,6859455.6428,77.2
-25301.1349522562,6859455.6428,77.2
-25300.1349522562,6859455.6428,77.2
-25299.1349522562,6859455.6428,77.2
-25298.1349522562,6859455.6428,77.2
-25297.1349522562,6859455.6428,77.2
-25296.1349522562,6859455.6428,77.2
-25295.1349522562,6859455.6428,77.2
-25294.1349522562,6859455.6428,77.2
-25293.1349522562,6859455.6428,77.2
-25292.1349522562,6859455.6428,73.4
-25291.1349522562,6859455.6428,73.4
-25290.1349522562,6859455.6428,73.4
-25289.1349522562,6859455.6428,73.4
-25288.1349522562,6859455.6428,73.4
-25287.1349522562,6859455.6428,73.4
-25286.1349522562,6859455.6428,73.4
-25285.1349522562,6859455.6428,73.4
-25284.1349522562,6859455.6428,73.4
-25283.1349522562,6859455.6428,73.4
-25282.1349522562,6859455.6428,73.4
-25281.1349522562,6859455.6428,73.4
-25280.1349522562,6859455.6428,73.4
-25279.1349522562,6859455.6428,73.4
-25278.1349522562,6859455.6428,73.4
-25277.1349522562,6859455.6428,73.4
-25276.1349522562,6859455.6428,73.4
-25275.1349522562,6859455.6428,73.4
-25274.1349522562,6859455.6428,73.4
-25273.1349522562,6859455.6428,73.4
-25272.1349522562,6859455.6428,65.8
-25271.1349522562,6859455.6428,65.8
-25270.1349522562,6859455.6428,65.8
-25269.1349522562,6859455.6428,65.8
-25268.1349522562,6859455.6428,65.8
-25267.1349522562,6859455.6428,65.8
-25266.1349522562,6859455.6428,65.8
-25306.1349522562,6859454.6428,77.2
-25305.1349522562,6859454.6428,77.2
-25304.1349522562,6859454.6428,77.2
-25303.1349522562,6859454.6428,77.2
-25302.1349522562,6859454.6428,77.2
-25301.1349522562,6859454.6428,77.2
-25300.1349522562,6859454.6428,77.2
-25299.1349522562,6859454.6428,77.2
-25298.1349522562,6859454.6428,77.2
-25297.1349522562,6859454.6428,77.2
-25296.1349522562,6859454.6428,77.2
-25295.1349522562,6859454.6428,77.2
-25294.1349522562,6859454.6428,77.2
-25293.1349522562,6859454.6428,77.2
-25292.1349522562,6859454.6428,73.4
-25291.1349522562,6859454.6428,73.4
-25290.1349522562,6859454.6428,73.4
-25289.1349522562,6859454.6428,73.4
-25288.1349522562,6859454.6428,73.4
-25287.1349522562,6859454.6428,73.4
-25286.1349522562,6859454.6428,73.4
-25285.1349522562,6859454.6428,73.4
-25284.1349522562,6859454.6428,73.4
-25283.1349522562,6859454.6428,73.4
-25282.1349522562,6859454.6428,73.4
-25281.1349522562,6859454.6428,73.4
-25280.1349522562,6859454.6428,73.4
-25279.1349522562,6859454.6428,73.4
-25278.1349522562,6859454.6428,73.4
-25277.1349522562,6859454.6428,73.4
-25276.1349522562,6859454.6428,73.4
-25275.1349522562,6859454.6428,73.4
-25274.1349522562,6859454.6428,73.4
-25273.1349522562,6859454.6428,73.4
-25272.1349522562,6859454.6428,73.4
-25271.1349522562,6859454.6428,65.8
-25270.1349522562,6859454.6428,65.8
-25269.1349522562,6859454.6428,65.8
-25268.1349522562,6859454.6428,65.8
-25267.1349522562,6859454.6428,65.8
-25266.1349522562,6859454.6428,65.8
-25265.1349522562,6859454.6428,65.8
-25305.1349522562,6859453.6428,77.2
-25304.1349522562,6859453.6428,77.2
-25303.1349522562,6859453.6428,77.2
-25302.1349522562,6859453.6428,77.2
-25301.1349522562,6859453.6428,77.2
-25300.1349522562,6859453.6428,77.2
-25299.1349522562,6859453.6428,77.2
-25298.1349522562,6859453.6428,77.2
-25297.1349522562,6859453.6428,77.2
-25296.1349522562,6859453.6428,77.2
-25295.1349522562,6859453.6428,77.2
-25294.1349522562,6859453.6428,77.2
-25293.1349522562,6859453.6428,77.2
-25292.1349522562,6859453.6428,73.4
-25291.1349522562,6859453.6428,73.4
-25290.1349522562,6859453.6428,73.4
-25289.1349522562,6859453.6428,73.4
-25288.1349522562,6859453.6428,73.4
-25287.1349522562,6859453.6428,73.4
-25286.1349522562,6859453.6428,73.4
-25285.1349522562,6859453.6428,73.4
-25284.1349522562,6859453.6428,73.4
-25283.1349522562,6859453.6428,73.4
-25282.1349522562,6859453.6428,73.4
-25281.1349522562,6859453.6428,73.4
-25280.1349522562,6859453.6428,73.4
-25279.1349522562,6859453.6428,73.4
-25278.1349522562,6859453.6428,73.4
-25277.1349522562,6859453.6428,73.4
-25276.1349522562,6859453.6428,73.4
-25275.1349522562,6859453.6428,73.4
-25274.1349522562,6859453.6428,73.4
-25273.1349522562,6859453.6428,73.4
-25272.1349522562,6859453.6428,73.4
-25271.1349522562,6859453.6428,65.8
-25270.1349522562,6859453.6428,65.8
-25269.1349522562,6859453.6428,65.8
-25268.1349522562,6859453.6428,65.8
-25267.1349522562,6859453.6428,65.8
-25266.1349522562,6859453.6428,65.8
-25265.1349522562,6859453.6428,65.8
-25264.1349522562,6859453.6428,65.8
-25305.1349522562,6859452.6428,77.2
-25304.1349522562,6859452.6428,77.2
-25303.1349522562,6859452.6428,77.2
-25302.1349522562,6859452.6428,77.2
-25301.1349522562,6859452.6428,77.2
-25300.1349522562,6859452.6428,77.2
-25299.1349522562,6859452.6428,77.2
-25298.1349522562,6859452.6428,77.2
-25297.1349522562,6859452.6428,77.2
-25296.1349522562,6859452.6428,77.2
-25295.1349522562,6859452.6428,77.2
-25294.1349522562,6859452.6428,77.2
-25293.1349522562,6859452.6428,77.2
-25292.1349522562,6859452.6428,73.4
-25291.1349522562,6859452.6428,73.4
-25290.1349522562,6859452.6428,73.4
-25289.1349522562,6859452.6428,73.4
-25288.1349522562,6859452.6428,73.4
-25287.1349522562,6859452.6428,73.4
-25286.1349522562,6859452.6428,73.4
-25285.1349522562,6859452.6428,73.4
-25284.1349522562,6859452.6428,73.4
-25283.1349522562,6859452.6428,73.4
-25282.1349522562,6859452.6428,73.4
-25281.1349522562,6859452.6428,73.4
-25280.1349522562,6859452.6428,73.4
-25279.1349522562,6859452.6428,73.4
-25278.1349522562,6859452.6428,73.4
-25277.1349522562,6859452.6428,73.4
-25276.1349522562,6859452.6428,73.4
-25275.1349522562,6859452.6428,73.4
-25274.1349522562,6859452.6428,73.4
-25273.1349522562,6859452.6428,73.4
-25272.1349522562,6859452.6428,73.4
-25271.1349522562,6859452.6428,65.8
-25270.1349522562,6859452.6428,65.8
-25269.1349522562,6859452.6428,65.8
-25268.1349522562,6859452.6428,65.8
-25267.1349522562,6859452.6428,65.8
-25266.1349522562,6859452.6428,65.8
-25265.1349522562,6859452.6428,65.8
-25264.1349522562,6859452.6428,65.8
-25305.1349522562,6859451.6428,77.2
-25304.1349522562,6859451.6428,77.2
-25303.1349522562,6859451.6428,77.2
-25302.1349522562,6859451.6428,77.2
-25301.1349522562,6859451.6428,77.2
-25300.1349522562,6859451.6428,77.2
-25299.1349522562,6859451.6428,77.2
-25298.1349522562,6859451.6428,77.2
-25297.1349522562,6859451.6428,77.2
-25296.1349522562,6859451.6428,77.2
-25295.1349522562,6859451.6428,77.2
-25294.1349522562,6859451.6428,77.2
-25293.1349522562,6859451.6428,77.2
-25292.1349522562,6859451.6428,73.4
-25291.1349522562,6859451.6428,73.4
-25290.1349522562,6859451.6428,73.4
-25289.1349522562,6859451.6428,73.4
-25288.1349522562,6859451.6428,73.4
-25287.1349522562,6859451.6428,73.4
-25286.1349522562,6859451.6428,73.4
-25285.1349522562,6859451.6428,73.4
-25284.1349522562,6859451.6428,73.4
-25283.1349522562,6859451.6428,73.4
-25282.1349522562,6859451.6428,73.4
-25281.1349522562,6859451.6428,73.4
-25280.1349522562,6859451.6428,73.4
-25279.1349522562,6859451.6428,73.4
-25278.1349522562,6859451.6428,73.4
-25277.1349522562,6859451.6428,73.4
-25276.1349522562,6859451.6428,73.4
-25275.1349522562,6859451.6428,73.4
-25274.1349522562,6859451.6428,73.4
-25273.1349522562,6859451.6428,73.4
-25272.1349522562,6859451.6428,73.4
-25271.1349522562,6859451.6428,73.4
-25270.1349522562,6859451.6428,65.8
-25269.1349522562,6859451.6428,65.8
-25268.1349522562,6859451.6428,65.8
-25267.1349522562,6859451.6428,65.8
-25266.1349522562,6859451.6428,65.8
-25265.1349522562,6859451.6428,65.8
-25264.1349522562,6859451.6428,65.8
-25263.1349522562,6859451.6428,65.8
-25305.1349522562,6859450.6428,77.2
-25304.1349522562,6859450.6428,77.2
-25303.1349522562,6859450.6428,77.2
-25302.1349522562,6859450.6428,77.2
-25301.1349522562,6859450.6428,77.2
-25300.1349522562,6859450.6428,77.2
-25299.1349522562,6859450.6428,77.2
-25298.1349522562,6859450.6428,77.2
-25297.1349522562,6859450.6428,77.2
-25296.1349522562,6859450.6428,77.2
-25295.1349522562,6859450.6428,77.2
-25294.1349522562,6859450.6428,77.2
-25293.1349522562,6859450.6428,77.2
-25292.1349522562,6859450.6428,73.4
-25291.1349522562,6859450.6428,73.4
-25290.1349522562,6859450.6428,73.4
-25289.1349522562,6859450.6428,73.4
-25288.1349522562,6859450.6428,73.4
-25287.1349522562,6859450.6428,73.4
-25286.1349522562,6859450.6428,73.4
-25285.1349522562,6859450.6428,73.4
-25284.1349522562,6859450.6428,73.4
-25283.1349522562,6859450.6428,73.4
-25282.1349522562,6859450.6428,73.4
-25281.1349522562,6859450.6428,73.4
-25280.1349522562,6859450.6428,73.4
-25279.1349522562,6859450.6428,73.4
-25278.1349522562,6859450.6428,73.4
-25277.1349522562,6859450.6428,73.4
-25276.1349522562,6859450.6428,73.4
-25275.1349522562,6859450.6428,73.4
-25274.1349522562,6859450.6428,73.4
-25273.1349522562,6859450.6428,73.4
-25272.1349522562,6859450.6428,73.4
-25271.1349522562,6859450.6428,73.4
-25270.1349522562,6859450.6428,65.8
-25269.1349522562,6859450.6428,65.8
-25268.1349522562,6859450.6428,65.8
-25267.1349522562,6859450.6428,65.8
-25266.1349522562,6859450.6428,65.8
-25265.1349522562,6859450.6428,65.8
-25264.1349522562,6859450.6428,65.8
-25263.1349522562,6859450.6428,65.8
-25262.1349522562,6859450.6428,65.8
-25261.1349522562,6859450.6428,65.8
-25305.1349522562,6859449.6428,77.2
-25304.1349522562,6859449.6428,77.2
-25303.1349522562,6859449.6428,77.2
-25302.1349522562,6859449.6428,77.2
-25301.1349522562,6859449.6428,77.2
-25300.1349522562,6859449.6428,77.2
-25299.1349522562,6859449.6428,77.2
-25298.1349522562,6859449.6428,77.2
-25297.1349522562,6859449.6428,77.2
-25296.1349522562,6859449.6428,77.2
-25295.1349522562,6859449.6428,77.2
-25294.1349522562,6859449.6428,77.2
-25293.1349522562,6859449.6428,77.2
-25292.1349522562,6859449.6428,77.2
-25291.1349522562,6859449.6428,73.4
-25290.1349522562,6859449.6428,73.4
-25289.1349522562,6859449.6428,73.4
-25288.1349522562,6859449.6428,73.4
-25287.1349522562,6859449.6428,73.4
-25286.1349522562,6859449.6428,73.4
-25285.1349522562,6859449.6428,73.4
-25284.1349522562,6859449.6428,73.4
-25283.1349522562,6859449.6428,73.4
-25282.1349522562,6859449.6428,73.4
-25281.1349522562,6859449.6428,73.4
-25280.1349522562,6859449.6428,73.4
-25279.1349522562,6859449.6428,73.4
-25278.1349522562,6859449.6428,73.4
-25277.1349522562,6859449.6428,73.4
-25276.1349522562,6859449.6428,73.4
-25275.1349522562,6859449.6428,73.4
-25274.1349522562,6859449.6428,73.4
-25273.1349522562,6859449.6428,73.4
-25272.1349522562,6859449.6428,73.4
-25271.1349522562,6859449.6428,73.4
-25270.1349522562,6859449.6428,65.8
-25269.1349522562,6859449.6428,65.8
-25268.1349522562,6859449.6428,65.8
-25267.1349522562,6859449.6428,65.8
-25266.1349522562,6859449.6428,65.8
-25265.1349522562,6859449.6428,65.8
-25264.1349522562,6859449.6428,65.8
-25263.1349522562,6859449.6428,65.8
-25262.1349522562,6859449.6428,65.8
-25261.1349522562,6859449.6428,49
-25260.1349522562,6859449.6428,49
-25259.1349522562,6859449.6428,49
-25305.1349522562,6859448.6428,77.2
-25304.1349522562,6859448.6428,77.2
-25303.1349522562,6859448.6428,77.2
-25302.1349522562,6859448.6428,77.2
-25301.1349522562,6859448.6428,77.2
-25300.1349522562,6859448.6428,77.2
-25299.1349522562,6859448.6428,77.2
-25298.1349522562,6859448.6428,77.2
-25297.1349522562,6859448.6428,77.2
-25296.1349522562,6859448.6428,77.2
-25295.1349522562,6859448.6428,77.2
-25294.1349522562,6859448.6428,77.2
-25293.1349522562,6859448.6428,77.2
-25292.1349522562,6859448.6428,77.2
-25291.1349522562,6859448.6428,73.4
-25290.1349522562,6859448.6428,73.4
-25289.1349522562,6859448.6428,73.4
-25288.1349522562,6859448.6428,73.4
-25287.1349522562,6859448.6428,73.4
-25286.1349522562,6859448.6428,73.4
-25285.1349522562,6859448.6428,73.4
-25284.1349522562,6859448.6428,73.4
-25283.1349522562,6859448.6428,73.4
-25282.1349522562,6859448.6428,73.4
-25281.1349522562,6859448.6428,73.4
-25280.1349522562,6859448.6428,73.4
-25279.1349522562,6859448.6428,73.4
-25278.1349522562,6859448.6428,73.4
-25277.1349522562,6859448.6428,73.4
-25276.1349522562,6859448.6428,73.4
-25275.1349522562,6859448.6428,73.4
-25274.1349522562,6859448.6428,73.4
-25273.1349522562,6859448.6428,73.4
-25272.1349522562,6859448.6428,73.4
-25271.1349522562,6859448.6428,73.4
-25270.1349522562,6859448.6428,73.4
-25269.1349522562,6859448.6428,65.8
-25268.1349522562,6859448.6428,65.8
-25267.1349522562,6859448.6428,65.8
-25266.1349522562,6859448.6428,65.8
-25265.1349522562,6859448.6428,65.8
-25264.1349522562,6859448.6428,65.8
-25263.1349522562,6859448.6428,65.8
-25262.1349522562,6859448.6428,49
-25261.1349522562,6859448.6428,67
-25260.1349522562,6859448.6428,67
-25259.1349522562,6859448.6428,67
-25258.1349522562,6859448.6428,67
-25257.1349522562,6859448.6428,67
-25256.1349522562,6859448.6428,77.6
-25255.1349522562,6859448.6428,77.6
-25305.1349522562,6859447.6428,77.2
-25304.1349522562,6859447.6428,77.2
-25303.1349522562,6859447.6428,77.2
-25302.1349522562,6859447.6428,77.2
-25301.1349522562,6859447.6428,77.2
-25300.1349522562,6859447.6428,77.2
-25299.1349522562,6859447.6428,77.2
-25298.1349522562,6859447.6428,77.2
-25297.1349522562,6859447.6428,77.2
-25296.1349522562,6859447.6428,77.2
-25295.1349522562,6859447.6428,77.2
-25294.1349522562,6859447.6428,77.2
-25293.1349522562,6859447.6428,77.2
-25292.1349522562,6859447.6428,77.2
-25291.1349522562,6859447.6428,73.4
-25290.1349522562,6859447.6428,73.4
-25289.1349522562,6859447.6428,73.4
-25288.1349522562,6859447.6428,73.4
-25287.1349522562,6859447.6428,73.4
-25286.1349522562,6859447.6428,73.4
-25285.1349522562,6859447.6428,73.4
-25284.1349522562,6859447.6428,73.4
-25283.1349522562,6859447.6428,73.4
-25282.1349522562,6859447.6428,73.4
-25281.1349522562,6859447.6428,73.4
-25280.1349522562,6859447.6428,73.4
-25279.1349522562,6859447.6428,73.4
-25278.1349522562,6859447.6428,73.4
-25277.1349522562,6859447.6428,73.4
-25276.1349522562,6859447.6428,73.4
-25275.1349522562,6859447.6428,73.4
-25274.1349522562,6859447.6428,73.4
-25273.1349522562,6859447.6428,73.4
-25272.1349522562,6859447.6428,73.4
-25271.1349522562,6859447.6428,73.4
-25270.1349522562,6859447.6428,73.4
-25269.1349522562,6859447.6428,65.8
-25268.1349522562,6859447.6428,65.8
-25267.1349522562,6859447.6428,65.8
-25266.1349522562,6859447.6428,65.8
-25265.1349522562,6859447.6428,65.8
-25264.1349522562,6859447.6428,65.8
-25263.1349522562,6859447.6428,67
