;GEILO_TO_;GEILO_TO_I;OPPR;KOORDH;XML_TYPE;Dybde;GML_ID;GML_GEOMET;MALEMETODE;NOYAKTIGHE;SYNBARHET;H_MALEMETO;H_NOYAKTIG;MAX_AVVIK;AJOUR;OBJTYPE;x;y
275;0;0;3;0;xml_point;0.9;myr_djupn.274;geometryProperty;0;0;0;0;0;0;NA;myr_djupn;455389;6709600
276;0;0;3;0;xml_point;0.3;myr_djupn.275;geometryProperty;0;0;0;0;0;0;NA;myr_djupn;455398;6709604
277;0;0;3;0;xml_point;0.8;myr_djupn.276;geometryProperty;0;0;0;0;0;0;NA;myr_djupn;455435;6709637
278;0;0;3;0;xml_point;0.8;myr_djupn.277;geometryProperty;0;0;0;0;0;0;NA;myr_djupn;455456;6709641
279;0;0;3;0;xml_point;0.5;myr_djupn.278;geometryProperty;0;0;0;0;0;0;NA;myr_djupn;455466;6709648
280;0;0;3;0;xml_point;0.7;myr_djupn.279;geometryProperty;0;0;0;0;0;0;NA;myr_djupn;455482;6709656
281;0;0;3;0;xml_point;0.6;myr_djupn.280;geometryProperty;0;0;0;0;0;0;NA;myr_djupn;455473;6709640
282;0;0;3;0;xml_point;0.7;myr_djupn.281;geometryProperty;0;0;0;0;0;0;NA;myr_djupn;455458;6709632
283;0;0;3;0;xml_point;0.9;myr_djupn.282;geometryProperty;0;0;0;0;0;0;NA;myr_djupn;455442;6709623
284;0;0;3;0;xml_point;0.9;myr_djupn.283;geometryProperty;0;0;0;0;0;0;NA;myr_djupn;455430;6709616
285;0;0;3;0;xml_point;0.5;myr_djupn.284;geometryProperty;0;0;0;0;0;0;NA;myr_djupn;455428;6709592
286;0;0;3;0;xml_point;0.5;myr_djupn.285;geometryProperty;0;0;0;0;0;0;NA;myr_djupn;455433;6709583
287;0;0;3;0;xml_point;0.5;myr_djupn.286;geometryProperty;0;0;0;0;0;0;NA;myr_djupn;455140;6709461
288;0;0;3;0;xml_point;0.4;myr_djupn.287;geometryProperty;0;0;0;0;0;0;NA;myr_djupn;455146;6709452
289;0;0;3;0;xml_point;0.6;myr_djupn.288;geometryProperty;0;0;0;0;0;0;NA;myr_djupn;455147;6709445
290;0;0;3;0;xml_point;0.4;myr_djupn.289;geometryProperty;0;0;0;0;0;0;NA;myr_djupn;455159;6709443
