"long","lat","var1.pred","var1.var"
366354,6721708,87.4482214703555,1457.00019136142
366355,6721708,88.2785708012554,1433.10588177308
366356,6721708,89.1210058343927,1409.01142167171
366357,6721708,89.9739135753587,1384.73137144297
366358,6721708,90.8354513409904,1360.2805913951
366359,6721708,91.7035307581948,1335.67409107832
366360,6721708,92.5758021886445,1310.92686246394
366361,6721708,93.4496399487309,1286.05370011134
366362,6721708,94.3221287582172,1261.0690129391
366363,6721708,95.1900519165436,1235.98663394345
366364,6721708,96.0498817702723,1210.81963616151
366365,6721708,96.8977730956618,1185.58016533134
366366,6721708,97.7295600733154,1160.27930201461
366367,6721708,98.5407575732902,1134.9269683654
366368,6721708,99.3265674948336,1109.5318971827
366369,6721708,100.081890910736,1084.10168330367
366370,6721708,100.801346747876,1058.64293971511
366371,6721708,101.479297688502,1033.16158293781
366372,6721708,102.109883896319,1007.66327427235
366373,6721708,102.687065051815,982.154045447035
366374,6721708,103.204671014793,956.641139228315
366375,6721708,103.656461208273,931.134097885839
366376,6721708,104.036192522598,905.646135390374
366377,6721708,104.337695153189,880.195833260618
366378,6721708,104.55495528815,854.809205438145
366379,6721708,104.682202930348,829.522184640364
366380,6721708,104.714002355658,804.383591019337
366381,6721708,104.645341774979,779.458652339397
366382,6721708,104.471717720758,754.833150041837
366383,6721708,104.189208635045,730.618260573301
366384,6721708,103.794531361424,706.956132309555
366385,6721708,103.285074291948,684.026158170753
366386,6721708,102.658902890517,662.051720950328
366387,6721708,101.914739278101,641.306808193075
366388,6721708,101.051931122196,622.121158800089
366389,6721708,100.07045139804,604.881303637636
366390,6721708,98.9710135188981,590.022888849186
366391,6721708,97.7554364767689,578.007584016639
366392,6721708,96.4274031345683,569.278073342231
366393,6721708,94.9936175087583,564.19184948423
366394,6721708,93.4650174716881,562.951250819527
366395,6721708,91.8573522856159,565.562641771516
366396,6721708,90.19057095944,571.849743939623
366397,6721708,88.487157472696,581.513259049832
366398,6721708,86.7701176993002,594.203386573829
366399,6721708,85.0612702358715,609.576000241122
366400,6721708,83.3800974524952,627.322953446711
366401,6721708,81.7431165879189,647.181212185192
366402,6721708,80.1636379410801,668.929486452116
366403,6721708,78.6517903652817,692.37951496866
366404,6721708,77.2147269906645,717.366459958024
366405,6721708,75.8569468904606,743.740677215591
366406,6721708,74.5806812733211,771.361700992731
366407,6721708,73.3863018822494,800.094466775469
366408,6721708,72.2727184254062,829.807394754918
366409,6721708,71.2377417518107,860.371820723391
366410,6721708,70.2783991612119,891.662277834727
366411,6721708,69.3911965034196,923.557223113591
366412,6721708,68.5723278595332,955.939914932908
366413,6721708,67.8178374965945,988.69925227917
366354,6721709,87.4017168397228,1437.94756700528
366355,6721709,88.2518097932921,1413.60260532032
366356,6721709,89.115623304996,1389.06062692135
366357,6721709,89.9915893464397,1364.33781083921
366358,6721709,90.8779002191413,1339.45073383437
366359,6721709,91.7724902865897,1314.41620352974
366360,6721709,92.6730179037897,1289.25106978996
366361,6721709,93.5768479270665,1263.97201684849
366362,6721709,94.4810352621485,1238.59534026298
366363,6721709,95.3823099872216,1213.13671464386
366364,6721709,96.277064667064,1187.61096024246
366365,6721709,97.16134455113,1162.03181887425
366366,6721709,98.0308414184737,1136.41175224197
366367,6721709,98.8808918911358,1110.76177844343
366368,6721709,99.7064810802632,1085.09136521037
366369,6721709,100.502252451049,1059.40840112839
366370,6721709,101.262524789051,1033.71926863073
366371,6721709,101.98131711737,1008.02904486162
366372,6721709,102.652382347239,982.341858531489
366373,6721709,103.269250338751,956.661432686095
366374,6721709,103.825280896332,930.99184505528
366375,6721709,104.313727014068,905.338539663365
366376,6721709,104.727808401576,879.709626190157
366377,6721709,105.060794936819,854.117507873784
366378,6721709,105.306099173727,828.580885404385
366379,6721709,105.45737633741,803.127194195027
366380,6721709,105.508629320526,777.795546449155
366381,6721709,105.454315005522,752.640267972023
366382,6721709,105.289446750054,727.735142100938
366383,6721709,105.009686101283,703.178496690699
366384,6721709,104.611414863486,679.099287301525
366385,6721709,104.091776871171,655.66432262443
366386,6721709,103.448678066781,633.086705121088
366387,6721709,102.680735768489,611.635326206798
366388,6721709,101.787177957805,591.644652417643
366389,6721709,100.767720834387,573.522640061707
366390,6721709,99.6225152992595,557.751699394506
366391,6721709,98.3523680390354,544.872593960726
366392,6721709,96.9595767500988,535.435878749852
366393,6721709,95.4496594857602,529.909702054673
366394,6721709,93.8336190090508,528.56291741272
366395,6721709,92.129338702324,531.388319872255
366396,6721709,90.3607148406189,538.126845667598
366397,6721709,88.5548501481763,548.374505150426
366398,6721709,86.7389549566447,561.696699017233
366399,6721709,84.9381156511998,577.6996697989
366400,6721709,83.1740685859568,596.056563354969
366401,6721709,81.4646799535737,616.505668871893
366402,6721709,79.823853485381,638.836837432354
366403,6721709,78.2617031780043,662.875512680824
366404,6721709,76.784899872037,688.468827148488
366405,6721709,75.3971277525191,715.475354676267
366406,6721709,74.0995953715167,743.758616573048
366407,6721709,72.891552430779,773.183733717398
366408,6721709,71.7707738783101,803.616370220855
366409,6721709,70.7339859810104,834.923131520088
366410,6721709,69.7772220457308,866.972729228838
366411,6721709,68.896106024468,899.637416940556
366412,6721709,68.0860693621759,932.794381293888
366413,6721709,67.3425102805455,966.326915808629
366354,6721710,87.3157423183645,1418.87300571574
366355,6721710,88.1847273446157,1394.07554450684
366356,6721710,89.0691392991817,1369.0847032348
366357,6721710,89.9674678559295,1343.91845435988
366358,6721710,90.8779537528912,1318.5952965534
366359,6721710,91.7985681160553,1293.13407418942
366360,6721710,92.7269917020074,1267.55376912533
366361,6721710,93.6605944493872,1241.87326649959
366362,6721710,94.5964158165178,1216.11109793933
366363,6721710,95.5311464758492,1190.2851675781
366364,6721710,96.4611120321913,1164.41246862965
366365,6721710,97.3822595271864,1138.50880092052
366366,6721710,98.2901475823762,1112.5885026977
366367,6721710,99.1799411121046,1086.66421311398
366368,6721710,100.046411599727,1060.74668493754
366369,6721710,100.883943970697,1034.84467009543
366370,6721710,101.686551109307,1008.96490348748
366371,6721710,102.4478970484,983.112212954733
366372,6721710,103.161329810138,957.289785250204
366373,6721710,103.819924787888,931.499619329811
366374,6721710,104.416539429288,905.743199394587
366375,6721710,104.943879799123,880.022421226442
366376,6721710,105.394579349839,854.340807096177
366377,6721710,105.76128987824,828.705047827895
366378,6721710,106.036784154688,803.12691674563
366379,6721710,106.214069015383,777.625610766837
366380,6721710,106.28650673173,752.230590628527
366381,6721710,106.247941122962,726.985017042757
366382,6721710,106.092823060313,701.949914359547
366383,6721710,105.816327626476,677.209239632966
366384,6721710,105.414452166513,652.876093305329
366385,6721710,104.884080788642,629.100374975629
366386,6721710,104.222996759176,606.078249703113
366387,6721710,103.429820607472,584.063798512257
366388,6721710,102.50385177933,563.383029773713
366389,6721710,101.444805291342,544.449578507331
366390,6721710,100.252490558202,527.778695118471
366391,6721710,98.9266457346488,513.988729511671
366392,6721710,97.4675113612798,503.763819708126
366393,6721710,95.8781281236261,497.736628238542
366394,6721710,94.1685795651842,496.287039842706
366395,6721710,92.3593836263384,499.382522405606
366396,6721710,90.4800903483528,506.626470896297
366397,6721710,88.5640227124306,517.46557595341
366398,6721710,86.6434399330121,531.369050072043
366399,6721710,84.7469318768489,547.905131503484
366400,6721710,82.8984194091538,566.74740687629
366401,6721710,81.1169188904689,587.653208959358
366402,6721710,79.4166652991066,610.436598289249
366403,6721710,77.807455507115,634.944794211777
366404,6721710,76.2951537790248,661.040756693951
366405,6721710,74.8823054458425,688.592036916407
366406,6721710,73.5687960652041,717.464906069785
366407,6721710,72.3524951584733,747.522366113074
366408,6721710,71.2298374368278,778.624648013607
366409,6721710,70.1963139244887,810.631034085776
366410,6721710,69.2468638571784,843.402160999674
366411,6721710,68.376171818557,876.802269987621
366412,6721710,67.5788824126058,910.701118946332
366413,6721710,66.8497478303777,944.97544375711
366354,6721711,87.1880500988915,1399.78605242284
366355,6721711,88.0749054949814,1374.53366024082
366356,6721711,88.9789593841488,1349.09188591134
366357,6721711,89.8987727554687,1323.48066051705
366358,6721711,90.8326493476783,1297.72060237339
366359,6721711,91.7786124430382,1271.83282607215
366360,6721711,92.7343812466101,1245.83871756119
366361,6721711,93.6973472399975,1219.7596760488
366362,6721711,94.664550998928,1193.61682526066
366363,6721711,95.6326600734939,1167.4306987305
366364,6721711,96.5979486453095,1141.22090637378
366365,6721711,97.5562797929306,1115.00579255746
366366,6721711,98.5030913099232,1088.80209917977
366367,6721711,99.4333861223909,1062.62465081569
366368,6721711,100.341728437516,1036.48608262497
366369,6721711,101.222246815121,1010.3966352744
366370,6721711,102.068645385007,984.364044374228
