"x","y","var1.pred","var1.var"
-25807.9590536082,6856824.44510434,69.2739313503295,NA
-25806.9590536082,6856824.44510434,68.0733922667079,NA
-25805.9590536082,6856824.44510434,66.8864271848741,NA
-25804.9590536082,6856824.44510434,85.1040986403371,NA
-25803.9590536082,6856824.44510434,84.1047402383759,NA
-25808.9590536082,6856823.44510434,101.416536012397,NA
-25807.9590536082,6856823.44510434,100.876307546674,NA
-25806.9590536082,6856823.44510434,68.4672279109778,NA
-25805.9590536082,6856823.44510434,67.250234494735,NA
-25804.9590536082,6856823.44510434,85.6641440406218,NA
-25803.9590536082,6856823.44510434,84.6467591609509,NA
-25802.9590536082,6856823.44510434,83.637653723564,NA
-25801.9590536082,6856823.44510434,82.635460810189,NA
-25800.9590536082,6856823.44510434,81.6387154197562,NA
-25809.9590536082,6856822.44510434,102.494901401226,NA
-25808.9590536082,6856822.44510434,101.915756906748,NA
-25807.9590536082,6856822.44510434,101.364786415023,NA
-25806.9590536082,6856822.44510434,100.842347629684,NA
-25805.9590536082,6856822.44510434,67.6275160391636,NA
-25804.9590536082,6856822.44510434,86.2496526381343,NA
-25803.9590536082,6856822.44510434,85.2148913533779,NA
-25802.9590536082,6856822.44510434,84.1889169349513,NA
-25801.9590536082,6856822.44510434,83.1702482816575,NA
-25800.9590536082,6856822.44510434,82.1572985366766,NA
-25799.9590536082,6856822.44510434,85.8893150535546,NA
-25798.9590536082,6856822.44510434,85.7526200754399,NA
-25797.9590536082,6856822.44510434,85.5997261025663,NA
-25809.9590536082,6856821.44510434,103.021467402071,NA
-25808.9590536082,6856821.44510434,102.430912902673,NA
-25807.9590536082,6856821.44510434,101.869644549282,NA
-25806.9590536082,6856821.44510434,101.337980037127,NA
-25805.9590536082,6856821.44510434,68.0176322536337,NA
-25804.9590536082,6856821.44510434,86.8599920802342,NA
-25803.9590536082,6856821.44510434,85.8086308443524,NA
-25802.9590536082,6856821.44510434,84.7666033249951,NA
-25801.9590536082,6856821.44510434,83.7323111833334,NA
-25800.9590536082,6856821.44510434,82.7040424522948,NA
-25799.9590536082,6856821.44510434,86.5297417530508,NA
-25798.9590536082,6856821.44510434,86.4003604653038,NA
-25797.9590536082,6856821.44510434,86.25421549946,NA
-25796.9590536082,6856821.44510434,86.0901876727884,NA
-25795.9590536082,6856821.44510434,85.9072848550785,NA
-25810.9590536082,6856820.44510434,104.193319195727,NA
-25809.9590536082,6856820.44510434,103.562041208321,NA
-25808.9590536082,6856820.44510434,102.960568892561,NA
-25807.9590536082,6856820.44510434,102.389531882327,NA
-25806.9590536082,6856820.44510434,101.849202552571,NA
-25805.9590536082,6856820.44510434,101.339527785636,NA
-25804.9590536082,6856820.44510434,87.4943071610531,NA
-25803.9590536082,6856820.44510434,86.4272537030417,NA
-25802.9590536082,6856820.44510434,85.3701192160069,NA
-25801.9590536082,6856820.44510434,84.3211855503844,NA
-25800.9590536082,6856820.44510434,83.2786128984709,NA
-25799.9590536082,6856820.44510434,87.2036118246674,NA
-25798.9590536082,6856820.44510434,87.0827010871421,NA
-25797.9590536082,6856820.44510434,86.9445215827851,NA
-25796.9590536082,6856820.44510434,86.7879105506772,NA
-25795.9590536082,6856820.44510434,86.6118317227374,NA
-25794.9590536082,6856820.44510434,86.4154032664268,NA
-25793.9590536082,6856820.44510434,86.1979265632607,NA
-25792.9590536082,6856820.44510434,85.9589157717647,NA
-25814.9590536082,6856819.44510434,107.612516061063,NA
-25813.9590536082,6856819.44510434,106.860079760725,NA
-25812.9590536082,6856819.44510434,106.131983802835,NA
-25811.9590536082,6856819.44510434,105.430573054466,NA
-25810.9590536082,6856819.44510434,104.757735364491,NA
-25809.9590536082,6856819.44510434,104.114909773592,NA
-25808.9590536082,6856819.44510434,103.5031033741,NA
-25807.9590536082,6856819.44510434,102.922915493267,NA
-25806.9590536082,6856819.44510434,102.374567871102,NA
-25805.9590536082,6856819.44510434,101.857939547317,NA
-25804.9590536082,6856819.44510434,101.372605242733,NA
-25803.9590536082,6856819.44510434,87.0698073072356,NA
-25802.9590536082,6856819.44510434,85.9986445669481,NA
-25801.9590536082,6856819.44510434,84.9361825391328,NA
-25800.9590536082,6856819.44510434,83.8804514523178,NA
-25799.9590536082,6856819.44510434,87.9103384711239,NA
-25798.9590536082,6856819.44510434,87.7990909279409,NA
-25797.9590536082,6856819.44510434,87.6701361027859,NA
-25796.9590536082,6856819.44510434,87.5222727127713,NA
-25795.9590536082,6856819.44510434,87.354425053448,NA
-25794.9590536082,6856819.44510434,87.1656706895873,NA
-25793.9590536082,6856819.44510434,86.9552690166096,NA
-25792.9590536082,6856819.44510434,86.7226906976061,NA
-25791.9590536082,6856819.44510434,86.4676479333985,NA
-25790.9590536082,6856819.44510434,86.1901254046457,NA
-25789.9590536082,6856819.44510434,85.8904115246137,NA
-25816.9590536082,6856818.44510434,100.695872240076,NA
-25815.9590536082,6856818.44510434,109.033293139467,NA
-25814.9590536082,6856818.44510434,108.242583098941,NA
-25813.9590536082,6856818.44510434,107.474423406082,NA
-25812.9590536082,6856818.44510434,106.731724510825,NA
-25811.9590536082,6856818.44510434,106.0169084771,NA
-25810.9590536082,6856818.44510434,105.331908670737,NA
-25809.9590536082,6856818.44510434,104.678180063773,NA
-25808.9590536082,6856818.44510434,104.056718713072,NA
-25807.9590536082,6856818.44510434,103.468088916341,NA
-25806.9590536082,6856818.44510434,102.912456567372,NA
-25805.9590536082,6856818.44510434,102.38962730103,NA
-25804.9590536082,6856818.44510434,101.899088115532,NA
-25803.9590536082,6856818.44510434,87.7351025482117,NA
-25802.9590536082,6856818.44510434,86.6511231328199,NA
-25801.9590536082,6856818.44510434,85.5763764565577,NA
-25800.9590536082,6856818.44510434,84.5087613561608,NA
-25799.9590536082,6856818.44510434,88.649043603639,NA
-25798.9590536082,6856818.44510434,88.5486744332089,NA
-25797.9590536082,6856818.44510434,88.430232167126,NA
-25796.9590536082,6856818.44510434,88.2924827305497,NA
-25795.9590536082,6856818.44510434,88.134316420494,NA
-25794.9590536082,6856818.44510434,87.95477512363,NA
-25793.9590536082,6856818.44510434,87.7530804003546,NA
-25792.9590536082,6856818.44510434,87.528662496184,NA
-25791.9590536082,6856818.44510434,87.2811903055524,NA
-25790.9590536082,6856818.44510434,87.0106022024826,NA
-25789.9590536082,6856818.44510434,86.7171374542523,NA
-25788.9590536082,6856818.44510434,86.4013676436404,NA
-25787.9590536082,6856818.44510434,86.0642271500826,NA
-25819.9590536082,6856817.44510434,111.62514454902,NA
-25818.9590536082,6856817.44510434,110.81948028056,NA
-25817.9590536082,6856817.44510434,122.725043543991,NA
-25816.9590536082,6856817.44510434,101.400864262061,NA
-25815.9590536082,6856817.44510434,109.684494255559,NA
-25814.9590536082,6856817.44510434,108.877609854794,NA
-25813.9590536082,6856817.44510434,108.094326855547,NA
-25812.9590536082,6856817.44510434,107.337665563417,NA
-25811.9590536082,6856817.44510434,106.610123665018,NA
-25810.9590536082,6856817.44510434,105.913677460528,NA
-25809.9590536082,6856817.44510434,105.249794432236,NA
-25808.9590536082,6856817.44510434,104.61945550962,NA
-25807.9590536082,6856817.44510434,104.023185353231,NA
-25806.9590536082,6856817.44510434,103.461089023073,NA
-25805.9590536082,6856817.44510434,102.93289349449,NA
-25804.9590536082,6856817.44510434,102.437992610749,NA
-25803.9590536082,6856817.44510434,88.4217095040989,NA
-25802.9590536082,6856817.44510434,87.3262558191551,NA
-25801.9590536082,6856817.44510434,86.2405957308002,NA
-25800.9590536082,6856817.44510434,89.4898065595193,NA
-25799.9590536082,6856817.44510434,89.4185415810917,NA
-25798.9590536082,6856817.44510434,89.3302731506134,NA
-25797.9590536082,6856817.44510434,89.223643552398,NA
-25796.9590536082,6856817.44510434,89.0973922260419,NA
-25795.9590536082,6856817.44510434,88.9503815528231,NA
-25794.9590536082,6856817.44510434,88.7816233794534,NA
-25793.9590536082,6856817.44510434,88.5903063587815,NA
-25792.9590536082,6856817.44510434,88.3758242226517,NA
-25791.9590536082,6856817.44510434,88.1378050805404,NA
-25790.9590536082,6856817.44510434,87.8761417387859,NA
-25789.9590536082,6856817.44510434,87.5910228440112,NA
-25788.9590536082,6856817.44510434,87.2829643639743,NA
-25787.9590536082,6856817.44510434,86.9528405349936,NA
-25786.9590536082,6856817.44510434,86.6019129479721,NA
-25785.9590536082,6856817.44510434,86.2318559528989,NA
-25784.9590536082,6856817.44510434,87.9659238013258,NA
-25783.9590536082,6856817.44510434,87.3184766690987,NA
-25782.9590536082,6856817.44510434,86.67023521141,NA
-25781.9590536082,6856817.44510434,86.0244261942357,NA
-25780.9590536082,6856817.44510434,85.3845172604375,NA
-25779.9590536082,6856817.44510434,84.7541623064829,NA
-25778.9590536082,6856817.44510434,84.1371296604516,NA
-25777.9590536082,6856817.44510434,83.537214461136,NA
-25776.9590536082,6856817.44510434,82.9581381830481,NA
-25775.9590536082,6856817.44510434,82.4034397793486,NA
-25774.9590536082,6856817.44510434,81.8763642409929,NA
-25773.9590536082,6856817.44510434,97.1862304354398,NA
-25745.9590536082,6856817.44510434,123.490334134993,NA
-25744.9590536082,6856817.44510434,124.046210355205,NA
-25743.9590536082,6856817.44510434,124.598908764268,NA
-25742.9590536082,6856817.44510434,125.147426526264,NA
-25821.9590536082,6856816.44510434,113.785514728647,NA
-25820.9590536082,6856816.44510434,113.013803983091,NA
-25819.9590536082,6856816.44510434,112.216933056581,NA
-25818.9590536082,6856816.44510434,111.399741372744,NA
-25817.9590536082,6856816.44510434,123.260137076569,NA
-25816.9590536082,6856816.44510434,122.717796364998,NA
-25815.9590536082,6856816.44510434,122.194356985045,NA
-25814.9590536082,6856816.44510434,109.514784936534,NA
-25813.9590536082,6856816.44510434,108.717114303875,NA
-25812.9590536082,6856816.44510434,107.947260269179,NA
-25811.9590536082,6856816.44510434,107.207794012048,NA
-25810.9590536082,6856816.44510434,106.500731858014,NA
-25809.9590536082,6856816.44510434,105.827550262244,NA
-25808.9590536082,6856816.44510434,105.189211004475,NA
-25807.9590536082,6856816.44510434,104.586194728057,NA
-25806.9590536082,6856816.44510434,104.018541027367,NA
-25805.9590536082,6856816.44510434,103.485893417094,NA
-25804.9590536082,6856816.44510434,102.987547674922,NA
-25803.9590536082,6856816.44510434,102.522502212624,NA
-25802.9590536082,6856816.44510434,88.0224977623185,NA
-25801.9590536082,6856816.44510434,86.9274174030055,NA
-25800.9590536082,6856816.44510434,90.2750913195925,NA
-25799.9590536082,6856816.44510434,90.2173270626907,NA
-25798.9590536082,6856816.44510434,90.1423716778068,NA
-25797.9590536082,6856816.44510434,90.0488485259602,NA
-25796.9590536082,6856816.44510434,89.9354773184658,NA
-25795.9590536082,6856816.44510434,89.8010991254595,NA
-25794.9590536082,6856816.44510434,89.6447019892359,NA
-25793.9590536082,6856816.44510434,89.4654472555431,NA
-25792.9590536082,6856816.44510434,89.2626967884485,NA
-25791.9590536082,6856816.44510434,89.0360412300761,NA
-25790.9590536082,6856816.44510434,88.7853293836984,NA
-25789.9590536082,6856816.44510434,88.5106986200331,NA
-25788.9590536082,6856816.44510434,88.2126059230332,NA
-25787.9590536082,6856816.44510434,87.8918588058953,NA
-25786.9590536082,6856816.44510434,87.5496448589896,NA
-25785.9590536082,6856816.44510434,87.1875581754488,NA
-25784.9590536082,6856816.44510434,88.8527635005994,NA
-25783.9590536082,6856816.44510434,88.2084477045053,NA
-25782.9590536082,6856816.44510434,87.5620170032299,NA
-25781.9590536082,6856816.44510434,86.9166109689913,NA
-25780.9590536082,6856816.44510434,86.2756188049581,NA
-25779.9590536082,6856816.44510434,85.6426277994072,NA
-25778.9590536082,6856816.44510434,85.0213542711293,NA
-25777.9590536082,6856816.44510434,84.4155581960324,NA
-25776.9590536082,6856816.44510434,83.8289442907297,NA
-25775.9590536082,6856816.44510434,83.2650539209874,NA
-25774.9590536082,6856816.44510434,82.7271536105427,NA
-25773.9590536082,6856816.44510434,98.3457170791452,NA
-25772.9590536082,6856816.44510434,98.6864394424109,NA
-25771.9590536082,6856816.44510434,99.0748237598299,NA
-25770.9590536082,6856816.44510434,99.5106990802487,NA
-25769.9590536082,6856816.44510434,99.9929063298335,NA
-25750.9590536082,6856816.44510434,121.776553008238,NA
-25749.9590536082,6856816.44510434,122.327981630119,NA
-25748.9590536082,6856816.44510434,122.876424434678,NA
-25747.9590536082,6856816.44510434,123.422352201913,NA
-25746.9590536082,6856816.44510434,123.965938496137,NA
-25745.9590536082,6856816.44510434,124.507035716499,NA
-25744.9590536082,6856816.44510434,125.045181656337,NA
-25743.9590536082,6856816.44510434,125.579631362383,NA
-25742.9590536082,6856816.44510434,126.109407813894,NA
-25825.9590536082,6856815.44510434,117.146485022474,NA
-25824.9590536082,6856815.44510434,116.518564305308,NA
-25823.9590536082,6856815.44510434,115.84600523363,NA
-25822.9590536082,6856815.44510434,115.132966871837,NA
-25821.9590536082,6856815.44510434,114.383950021717,NA
-25820.9590536082,6856815.44510434,113.603713808492,NA
-25819.9590536082,6856815.44510434,112.797191605906,NA
-25818.9590536082,6856815.44510434,111.969408655862,NA
-25817.9590536082,6856815.44510434,123.78814888633,NA
-25816.9590536082,6856815.44510434,123.238879744685,NA
-25815.9590536082,6856815.44510434,122.709014385268,NA
-25814.9590536082,6856815.44510434,110.151147783212,NA
-25813.9590536082,6856815.44510434,109.339970105296,NA
-25812.9590536082,6856815.44510434,108.557829556122,NA
-25811.9590536082,6856815.44510434,107.807368094048,NA
-25810.9590536082,6856815.44510434,107.090638854332,NA
-25809.9590536082,6856815.44510434,106.409123672282,NA
-25808.9590536082,6856815.44510434,105.763761319568,NA
-25807.9590536082,6856815.44510434,105.154984390526,NA
-25806.9590536082,6856815.44510434,104.582762878038,NA
-25805.9590536082,6856815.44510434,104.046652642589,NA
-25804.9590536082,6856815.44510434,103.545847170375,NA
-25803.9590536082,6856815.44510434,103.079231210763,NA
-25802.9590536082,6856815.44510434,88.738059611568,NA
-25801.9590536082,6856815.44510434,87.6351656830975,NA
-25800.9590536082,6856815.44510434,91.0867247187631,NA
-25799.9590536082,6856815.44510434,91.0435678456432,NA
-25798.9590536082,6856815.44510434,90.9831088903353,NA
-25797.9590536082,6856815.44510434,90.9039592706466,NA
-25796.9590536082,6856815.44510434,90.8048260268558,NA
-25795.9590536082,6856815.44510434,90.6845358916083,NA
-25794.9590536082,6856815.44510434,90.5420597858657,NA
-25793.9590536082,6856815.44510434,90.3765378806742,NA
-25792.9590536082,6856815.44510434,90.1873054353784,NA
-25791.9590536082,6856815.44510434,89.9739196386588,NA
-25790.9590536082,6856815.44510434,89.7361876161847,NA
-25789.9590536082,6856815.44510434,89.4741956083801,NA
-25788.9590536082,6856815.44510434,89.1883390521417,NA
-25787.9590536082,6856815.44510434,88.87935292146,NA
-25786.9590536082,6856815.44510434,88.5483412095225,NA
-25785.9590536082,6856815.44510434,88.1968039032126,NA
-25784.9590536082,6856815.44510434,89.7951697402515,NA
-25783.9590536082,6856815.44510434,89.1565437800208,NA
-25782.9590536082,6856815.44510434,88.5144449219557,NA
-25781.9590536082,6856815.44510434,87.8718920741218,NA
-25780.9590536082,6856815.44510434,87.2321593024021,NA
-25779.9590536082,6856815.44510434,86.5987282917845,NA
-25778.9590536082,6856815.44510434,85.975223258048,NA
-25777.9590536082,6856815.44510434,85.3653292472193,NA
-25776.9590536082,6856815.44510434,84.7726963614982,NA
-25775.9590536082,6856815.44510434,84.2008340853104,NA
-25774.9590536082,6856815.44510434,83.6530013585842,NA
-25773.9590536082,6856815.44510434,99.6089425588528,NA
-25772.9590536082,6856815.44510434,99.9656502283458,NA
-25771.9590536082,6856815.44510434,100.369278736359,NA
-25770.9590536082,6856815.44510434,100.819688043635,NA
-25769.9590536082,6856815.44510434,101.315738194951,NA
-25768.9590536082,6856815.44510434,101.855278701281,NA
-25767.9590536082,6856815.44510434,102.435190220853,NA
-25766.9590536082,6856815.44510434,103.051478664656,NA
-25765.9590536082,6856815.44510434,103.69941793461,NA
-25764.9590536082,6856815.44510434,104.37373371752,NA
-25754.9590536082,6856815.44510434,120.769257459756,NA
-25753.9590536082,6856815.44510434,121.328050052281,NA
-25752.9590536082,6856815.44510434,121.879411388506,NA
-25751.9590536082,6856815.44510434,122.424186381133,NA
-25750.9590536082,6856815.44510434,122.963342660515,NA
-25749.9590536082,6856815.44510434,123.497818594385,NA
-25748.9590536082,6856815.44510434,124.028397883336,NA
-25747.9590536082,6856815.44510434,124.555616964042,NA
-25746.9590536082,6856815.44510434,125.079707919747,NA
