"var1.pred"
95.6666666666667
76
95.6666666666667
76
76
76
76
95.6666666666667
76
76
76
76
76
76
95.6666666666667
95.6666666666667
76
76
76
76
76
76
76
95.6666666666667
95.6666666666667
76
76
76
76
76
76
76
76
76
95.6666666666667
95.6666666666667
95.6666666666667
76
76
76
76
76
76
76
76
76
66.3333333333333
66.3333333333333
95.6666666666667
95.6666666666667
95.6666666666667
76
76
76
76
76
76
76
76
76
66.3333333333333
66.3333333333333
66.3333333333333
66.3333333333333
95.6666666666667
95.6666666666667
95.6666666666667
95.6666666666667
71
71
71
71
71
71
71
71
76
66.3333333333333
66.3333333333333
66.3333333333333
66.3333333333333
66.3333333333333
66.3333333333333
66.3333333333333
95.6666666666667
95.6666666666667
95.6666666666667
71
71
71
71
71
71
71
71
71
71
66.3333333333333
66.3333333333333
66.3333333333333
66.3333333333333
66.3333333333333
66.3333333333333
66.3333333333333
66.3333333333333
66.3333333333333
84.6666666666667
95.6666666666667
95.6666666666667
95.6666666666667
95.6666666666667
71
71
71
71
71
71
71
71
71
71
66.3333333333333
66.3333333333333
66.3333333333333
66.3333333333333
66.3333333333333
66.3333333333333
66.3333333333333
65
65
65
65
65
65
65
65
65
65
54
54
54
54
54
54
86
86
86
84.6666666666667
84.6666666666667
84.6666666666667
95.6666666666667
95.6666666666667
95.6666666666667
95.6666666666667
71
71
71
71
71
71
71
71
71
71
66.3333333333333
66.3333333333333
66.3333333333333
66.3333333333333
66.3333333333333
66.3333333333333
65
65
65
65
65
65
65
65
65
65
65
54
54
54
54
54
54
54
86
86
86
86
86
86
84.6666666666667
84.6666666666667
84.6666666666667
84.6666666666667
95.6666666666667
95.6666666666667
95.6666666666667
71
71
71
71
71
71
71
71
71
71
71
71
66.3333333333333
66.3333333333333
66.3333333333333
66.3333333333333
65
65
65
65
65
65
65
65
65
65
65
65
54
54
54
54
54
54
54
54
86
86
86
84.6666666666667
84.6666666666667
84.6666666666667
84.6666666666667
95.6666666666667
95.6666666666667
95.6666666666667
71
71
71
71
71
71
71
71
71
71
71
71
66.3333333333333
66.3333333333333
65
65
65
65
65
65
65
65
65
65
65
65
65
65
54
54
54
54
54
54
54
54
54
54
86
84.6666666666667
84.6666666666667
84.6666666666667
84.6666666666667
95.6666666666667
95.6666666666667
71
71
71
71
71
71
71
71
71
71
71
71
71
66.3333333333333
65
65
65
65
65
65
65
65
65
65
65
65
65
65
65
54
54
54
54
54
54
54
54
54
54
54
84.6666666666667
84.6666666666667
84.6666666666667
95.6666666666667
95.6666666666667
71
71
71
71
71
71
71
71
71
71
71
71
71
65
65
65
65
65
65
65
65
65
65
65
65
65
65
65
65
54
54
54
54
54
54
54
54
54
54
54
54
95.6666666666667
95.6666666666667
71
71
71
71
71
71
71
71
71
71
71
71
71
65
65
65
65
65
65
65
65
65
65
65
65
65
65
65
65
54
54
54
54
54
54
54
54
54
54
54
54
60
71
71
71
71
71
71
71
71
71
71
71
71
65
65
65
65
65
65
65
65
65
65
65
65
65
65
65
65
65
54
54
54
54
54
54
54
54
54
54
54
60
60
60
71
71
71
71
71
71
71
71
71
71
65
65
65
65
65
65
65
65
65
65
65
65
65
65
65
65
65
54
54
54
54
54
54
54
54
54
54
60
60
60
60
40
40
40
71
71
71
71
71
71
71
65
65
65
65
65
65
65
65
65
65
65
65
65
65
65
65
65
54
54
54
54
54
54
54
54
54
60
60
60
60
60
40
40
40
40
40
40
71
71
71
71
65
65
65
65
65
65
65
65
65
65
65
65
65
65
65
65
65
65
54
54
54
54
54
54
54
54
60
60
60
60
60
60
40
40
40
40
40
40
40
40
40
40
71
65
65
65
65
65
65
65
65
65
65
65
65
65
65
65
65
65
65
54
54
54
54
54
54
54
60
60
60
60
60
60
60
60
40
40
40
40
40
40
40
40
40
40
40
40
65
65
65
65
65
65
65
65
65
65
65
65
65
65
65
65
65
54
54
54
54
54
54
54
60
60
60
60
60
60
60
60
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
65
65
65
65
65
65
65
65
65
65
65
65
65
65
65
65
54
54
54
54
54
60
60
60
60
60
60
60
60
60
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
65
65
65
65
65
65
65
65
65
65
65
65
65
65
54
54
54
54
60
60
60
60
60
60
60
60
60
60
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
65
65
65
65
65
65
65
65
65
65
65
65
54
54
54
60
60
60
60
60
60
60
60
60
60
60
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
65
65
65
65
65
65
65
65
65
54
54
60
60
60
60
60
60
60
60
60
60
60
60
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
65
65
65
65
65
65
54
60
60
60
60
60
60
60
60
60
60
60
60
60
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
65
65
60
60
60
60
60
60
60
60
60
60
60
60
60
60
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
60
60
60
60
60
60
60
60
60
60
60
60
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
